bodyId,instance,type
910063154,KCab-a,KCab-sc
860607450,KCab-c,KCab-sc
5812980768,KCab-s part,KCab-sc
954053261,KCab-a,KCab-sc
5812983107,KCab-s,KCab-sc
5813091313,KCab-s,KCab-sc
5813021326,KCab-s,KCab-sc
643363111,KCab-s,KCab-sc
754184667,KCab-s,KCab-sc
425436170,KCab-s,KCab-sc
394755782,KCab-c,KCab-sc
394414783,KCab-a,KCab-sc
5812980555,KCab-s,KCab-sc
5812983012,KCab-s,KCab-sc
5812980557,KCab-s,KCab-sc
5813088058,KCab-s,KCab-sc
5812980965,KCab-c,KCab-sc
954730964,KCab-s,KCab-sc
394397189,KCab-s,KCab-sc
662772373,KCab-s,KCab-sc
939742503,KCab-c,KCab-sc
847293869,KCab-s,KCab-sc
5812983133,KCab-c,KCab-sc
785189156,KCab-a,KCab-sc
538908474,KCab-s,KCab-sc
418987009,PDM12b_b_pct(PDM12)_R,PDM12b_b_pct
923415956,AVM07u_pct_L,AVM07u_pct
424792976,ADM07h_pct(ADM07)_L,ADM07h_pct
393776005,ADM04op_pct(ADM04)_R,ADM04op_pct
424716408,,
424720670,ADM04t_pct(aSP25c)(ADM04)_R,ADM04t_pct
693453332,KCab-a,KCab-sc
753489951,KCab-c,KCab-sc
425126008,AVM07h_pct(AVM07)_R,AVM07h_pct
5813069114,KCab-s,KCab-sc
573346248,PDL11of_pct(PDL11)_R,PDL11of_pct
358209154,PDL11od_pct(PDL11)_R,PDL11od_pct
509626405,mPNX(AVM06)_R,VP multi lvPN mALT
417199910,mPNX(AVM06)_R,olfactory multi lvPN mALT
417204354,PDL16w_pct(PDL16)_R,PDL16w_pct
2289223313,mPNX(AVM06)_R,VP1l lvPN
356136008,PDL13m_b_pct(PDL13)_R,PDL13m_b_pct
418969956,PDM11k_pct(PDM11)_R,PDM11k_pct
357814777,AVL06h_pct(AVL06)_R,AVL06h_pct
5812980256,ADL14f_pct(ADL14)_R,ADL14f_pct
417554241,PDL16p_pct(PDL16)_R,PDL16p_pct
573415212,PDL16g_pct(PDL16)_R,PDL16g_pct
5813105726,PDM07t_pct(PDM07)_R,PDM07t_pct
696830498,PDL10j_a_pct(PDL10)_R,PDL10j_a_pct
418224293,PDL10j_b_pct(PDL10)_R,PDL10j_b_pct
791738711,PDM22s_pct(PDM22)_R,PDM22s_pct
510623727,PDL13c_pct(PDL13)_R,PDL13c_pct
356468264,PDL13a_pct(PDL13)_R,PDL13a_pct
418888180,PDL17b_b_pct(PDL17)_R,PDL17b_b_pct
5813012786,PDM12b_b_pct(PDM12)_R,PDM12b_b_pct
482006328,PDL08f_pct(PDL08)_R,PDL08f_pct
604195247,PDM12ok_pct(PDM12)_R,PDM12ok_pct
514017455,AVL06v_a_pct(AVL06)_R,AVL06v_a_pct
1570684665,mlPN2(AVM04)_R,olfactory multi vPN mlALT
479921537,PDL17b_b_pct(PDL17)_R,PDL17b_b_pct
482805831,(MBDLaxon1),
766734548,AVL12j_pct(AVL12)_R,AVL12j_pct
419557747,PDL10e_pct(PDL10)_R,PDL10e_pct
610558436,PDM22n_pct(PDM22)_R,PDM22n_pct
419802644,(PDM05)_L,
483193732,FB08e_L,FB8C
419588136,ADL20e_a_pct(ADL20)_R,ADL20e_a_pct
417186656,PDL13u_pct(PDL13)_R,PDL13u_pct
5813012044,PDL10b_pct(PDL10)_R,PDL10b_pct
449335798,PDL07h_b_pct(PDL07)_R,PDL07h_b_pct
481427934,PDL07u_pct(pSP2b)(PDL07)_R,PDL07u_pct
511561131,(PDM09)_L,
510623836,PDL13a_pct(PDL13)_R,PDL13a_pct
513668146,PDM18f_pct(PDM18)_R,PDM18f_pct
515385637,PDL10v_pct(PDL10)_R,PDL10v_pct
694834412,mPN1_VM4(AVM01)_R,VM4 adPN
450583886,,
453044535,PDL15b_pct(PDL15)_R,PDL15b_pct
424733177,PDL06e_pct(PDL06)_R,PDL06e_pct
5812980940,KCab-p,KCab-p
549248200,KCab-p,KCab-p
483189268,(PDM09)_L,
635109166,PVL04c_pct(PVL04)_R,PVL04c_pct
482852299,(PDM15)_L,
578016879,PVM12i_pct(PVM12)_R,PVM12i_pct
483889019,(MBDLaxon1),
488223252,PDL18x_pct(PDL18)_R,PDL18x_pct
604195063,PDM12c_pct(PDM12)_R,PDM12c_pct
512976561,ADL11u_pct(ADL11)_R,ADL11u_pct
419803353,(PDM05)_L,
607096048,ADL01w_b_pct(ADL01)_R,ADL01w_b_pct
451040974,,
419807685,(PDM05)_L,
512575200,(PDM05)_L,
449209892,PDL15p_pct(PDL15)_R,PDL15p_pct
419669180,PDM22q_pct(PDM22)_R,PDM22q_pct
5813026780,PDL07oa_pct(DN3A)(PDL07)_R,PDL07oa_pct
388898174,PDL11oi_pct(PDL11)_R,PDL11oi_pct
664447502,PDL07oa_pct(DN3A)(PDL07)_R,PDL07oa_pct
5901195740,AVL12d_pct(AVL12)_R,AVL12d_pct
514859045,PDL07w_pct(pSP2c)(PDL07)_R,PDL07w_pct
577304838,(MBDLaxon1),
5813056920,AVL12j_pct(AVL12)_R,AVL12j_pct
451355706,PDL19m_pct(PDL19)_R,PDL19m_pct
5813057439,PVM12g_pct(PVM12)_R,PVM12g_pct
420351087,PDM09oe_pct(PDM09)_R,PDM09oe_pct
420274150,AVM03m_pct(AVM03)_R,AVM03m_pct
450034902,LPN(PDL18)_R,LPN
479969106,PDL20y_pct(PDL20)_R,PDL20y_pct
605090489,ADL10g_c_pct(ADL10)_R,ADL10g_c_pct
418888552,PDL13a_pct(PDL13)_R,PDL13a_pct
5813011443,PDM12oj_pct(pMP9)(PDM12)_L,PDM12oj_pct
420696828,PDM09ok_pct(PDM09)_R,PDM09ok_pct
482183354,(PDM09)_L,
420615275,ADL03q_pct(ADL03)_R,ADL03q_pct
420688294,PDM11i_pct(PDM11)_R,PDM11i_pct
419230063,PDL10b_pct(PDL10)_R,PDL10b_pct
449931630,PDL17b_a_pct(PDL17)_R,PDL17b_a_pct
420347328,(MBDLaxon1),
487882530,PDL18w_b_pct(PDL18)_R,PDL18w_b_pct
517910959,ADM07j_c_pct(ADM07)_L,ADM07j_c_pct
424250610,(PDM09)_L,
5813026514,FB06e_L,FB6D
420382647,(PDM09)_L,
482520889,(PDM12)_L,
448912981,PVL01b_pct(PVL01)_R,PVL01b_pct
5813009988,(PDM05)_L,
388898107,PDL11oi_pct(PDL11)_R,PDL11oi_pct
885939366,FB09g_L,FB9C_a
761813205,(PDM27)_L,
421184151,FB01f_L,FB1E_a
634741770,PDL22f_pct(PDL22)_R,PDL22f_pct
541615798,ADL11t_pct(ADL11)_R,ADL11t_pct
1135863959,FQ11_a_C2_R,FQ11_a
421033734,(MBDLaxon1),
448994377,PDM31b_pct(PDM31)_R,PDM31b_pct
390245740,ADL11c_a_pct(ADL11)_R,ADL11c_a_pct
5901213494,PDL11oi_pct(PDL11)_R,PDL11oi_pct
421068062,AVL23e_pct(AVL23)_R,AVL23e_pct
5813009790,PDL20y_pct(PDL20)_R,PDL20y_pct
451982486,AVM03g_pct(AVM03)_R,AVM03g_pct
5901203505,ADL27d_pct(aSP4)(ADL27)_R,ADL27d_pct
5813021576,ADL16c_pct(ADL16)_R,ADL16c_pct
5813098306,ADL10j_pct(ADL10)_R,ADL10j_pct
421633905,ADL11c_b_pct(ADL11)_R,ADL11c_b_pct
421650994,AVL07t_pct(AVL07)_R,AVL07t_pct
452849628,(PDM15)_L,
450597298,PDL20y_pct(PDL20)_R,PDL20y_pct
421650988,ADL20j_b_pct(ADL20)_R,ADL20j_b_pct
5813020864,ADM09j_pct(ADM09),ADM09j_pct
480940072,PDL10b_pct(PDL10)_R,PDL10b_pct
885943890,FB09e_L,FB9B_b
516098538,ADL22g_pct(ADL22)_R,ADL22g_pct
419885042,ADL11h_b_pct(ADL11)_R,ADL11h_b_pct
451602687,PDL14n_pct(PDL14)_R,PDL14n_pct
981547981,ADL03n_pct(ADL03)_R,ADL03n_pct
978366493,FB06t(AVM08)_R,FB6O
452336897,ADL15g_f_pct(ADL15)_R,ADL15g_f_pct
449577409,ADL10g_d_pct(ADL10)_R,ADL10g_d_pct
420956527,ADL13r_pct(ADL13)_R,ADL13r_pct
5813047174,PDL23e_pct(PDL23)_R,PDL23e_pct
636451654,ADL11m_pct(ADL11)_R,ADL11m_pct
421405157,PDM09oe_pct(PDM09)_R,PDM09oe_pct
420594200,ADL11c_a_pct(ADL11)_R,ADL11c_a_pct
483711811,ADL22e_pct(ADL22)_R,ADL22e_pct
451646125,PDL08e_pct(PDL08)_R,PDL08e_pct
421650982,ADL03og_pct(aSP27a)(ADL03)_R,ADL03og_pct
483349859,ADL23c_a_pct(ADL23)_R,ADL23c_a_pct
484069896,PDL11y_pct(PDL11)_R,PDL11y_pct
422056521,PVL04n_pct(PVL04)_R,PVL04n_pct
914834542,AVL06w_c_pct(AVL06)_R,AVL06w_c_pct
5813039919,ADL18p_pct(ADL18)_R,ADL18p_pct
419884971,ADL11t_pct(ADL11)_R,ADL11t_pct
1009721053,FQ11_b_C4_R,FQ11_b
450933392,ADL04j_pct(ADL04)_R,ADL04j_pct
5813026705,PVM12z_pct(PVM12)_R,PVM12z_pct
767433432,ADL18h_pct(ADL18)_R,ADL18h_pct
5812981000,AVL06op_pct(AVL06)_R,AVL06op_pct
421992055,ADL20e_d_pct(ADL20)_R,ADL20e_d_pct
633684017,PDL19e_pct(PDL19)_R,PDL19e_pct
544720220,ADL07x_a_pct(ADL07)_R,ADL07x_a_pct
422277426,AVL06v_d_pct(AVL06)_R,AVL06v_d_pct
392645639,PVL04e_pct(PVL04)_R,PVL04e_pct
421983723,ADL03q_pct(ADL03)_R,ADL03q_pct
5813039922,ADL18p_pct(ADL18)_R,ADL18p_pct
422682603,PAM04(B2)(ADM08)_R,PAM04
422644053,ADL22d_c_pct(ADL22)_R,ADL22d_c_pct
422656780,ADL13q_pct(ADL13)_R,ADL13q_pct
514712745,ADL02j_g_pct(pSP3a)(ADL02)_R,ADL02j_g_pct
422312162,ADL11h_c_pct(ADL11)_R,ADL11h_c_pct
546765753,AVM13k_pct(AVM13)_R,AVM13k_pct
422419397,(MBDLaxon1),
359027729,IPC_b(ADM09),IPC_b
424025668,PDL05c_pct(PDL05)_R,PDL05c_pct
422877762,FB06oa_L,FB6U
484355328,ADL27g_pct(ADL27)_R,ADL27g_pct
422312023,ADL11c_c_pct(ADL11)_R,ADL11c_c_pct
420977956,PDL07f_pct(PDL07)_R,PDL07f_pct
611352588,ADL15g_e_pct(ADL15)_R,ADL15g_e_pct
979052812,FB07j_L,FB7I
5812980272,ADL17d_a_pct(ADL17)_R,ADL17d_a_pct
517842578,ADL15k_pct(ADL15)_R,ADL15k_pct
422311625,ADL13c_b_pct(ADL13)_R,ADL13c_b_pct
422401750,PDL15n_pct(PDL15)_R,PDL15n_pct
1047183897,PAM04(B2)(ADM02)_R,PAM04
511271379,ADL10m_b_pct(ADL10)_R,ADL10m_b_pct
610018976,(MBDLaxon1),
420230547,ADL11h_a_pct(ADL11)_R,ADL11h_a_pct
514833145,PVM12j_pct(PVM12)_R,PVM12j_pct
486255488,(aDT6b)(MBDLaxon2),
423096449,ADL06g_pct(ADL06)_R,ADL06g_pct
423101189,oviIN_R,oviIN
422997837,PDM15b_pct(PDM15)_R,PDM15b_pct
983007405,AVL12oa_pct(AVL12)_R,AVL12oa_pct
642024743,AVM13h_pct(AVM13)_R,AVM13h_pct
423174813,(MBDLaxon2),
735282133,PAM09(B1ped)(ADM02)_L,PAM09
424193190,ADM04f_pct(ADM04)_R,ADM04f_pct
5901220093,FB07?,
5813020996,PDM09k_pct(PDM09)_L,PDM09k_pct
484126552,ADL07a_pct(ADL07)_R,ADL07a_pct
479917126,ADL10m_b_pct(ADL10)_R,ADL10m_b_pct
859265651,PDL05s_pct(PDL05)_R,PDL05s_pct
486850582,PDL06on_pct(PDL06)_R,PDL06on_pct
487899562,PAM01(y5)(ADM02)_R,PAM01
423416887,ADL07m_pct(ADL07)_R,ADL07m_pct
424452682,ADM07h_pct(ADM07)_L,ADM07h_pct
5813099667,PDL06on_pct(PDL06)_R,PDL06on_pct
519949044,oviDNc(PDM15)_R,oviDNb
423330124,ADL13q_pct(ADL13)_R,ADL13q_pct
5901196159,PDM11i_pct(PDM11)_R,PDM11i_pct
483336652,,
418897332,PDL13c_pct(PDL13)_R,PDL13c_pct
423343583,PDL05c_pct(PDL05)_R,PDL05c_pct
542457618,PDM05j_b_pct(PDM05)_R,PDM05j_b_pct
393055504,PDL06ow_pct(PDL06)_R,PDL06ow_pct
423770604,FB05i(PDL05)_R,FB5I
480978811,ADL02oq_pct(ADL02)_R,ADL02oq_pct
5813010748,PDM07oi_pct(PDM07)_R,PDM07oi_pct
607131089,AVM15k_pct(mALg)(AVM15)_L,AVM15k_pct
519046655,FB0104(NO2/3)_L,FB1H
424137975,(MBDLaxon2),
423757555,ADM04w_pct(ADM04)_R,ADM04w_pct
423512063,(ADM04)_L,
392304239,ADL21j_pct(ADL21)_R,ADL21j_pct
392735903,PDM12ol_pct(PDM12)_R,PDM12ol_pct
423351806,AVL08j_pct(aIP1a)(AVL08)_R,AVL08j_pct
423684795,ADL22d_d_pct(ADL22)_R,ADL22d_d_pct
1009893717,AVL08y_pct(aIP1d)(AVL08)_R,AVL08y_pct
423382015,MBON23(a2sp)(PDL05)_R,MBON23
452344160,,
548660840,(aDT6f)(MBDLaxon2),
424706955,AVL10b_a_pct(AVL10)_R,AVL10b_a_pct
5813110928,KCab-s,KCab-sc
425143700,ADM04n_c_pct(ADM04)_R,ADM04n_c_pct
487812620,ADL17f_pct(ADL17)_R,ADL17f_pct
552101376,(ADM04)_L,
488896350,ADM04t_pct(ADM04)_R,ADM04t_pct
454439022,PDL06i_pct(PDL06)_R,PDL06i_pct
5813021602,PDL06q_pct(PDL06)_R,PDL06q_pct
1388585088,KCab-p,KCab-p
642680826,KCab-p,KCab-p
940075056,KCab-p,KCab-p
5812980566,KCab-p,KCab-p
5813032943,KCab-p,KCab-p
424780893,ADL15i_a_pct(ADL15)_R,ADL15i_a_pct
425086851,KCab-p,KCab-p
5812983454,KCab-s,KCab-sc
5812981237,PDL11d_pct(PDL11)_R,PDL11d_pct
544012081,ADL11oa_pct(ADL11)_R,ADL11oa_pct
517838849,ADL15c_pct(ADL15)_R,ADL15c_pct
482071823,(MBDLaxon1),
452162916,ADM07oi_pct(ADM07)_R,ADM07oi_pct
424729434,PDL15w_pct(PDL15)_R,PDL15w_pct
630722830,KCab-s,KCab-sc
577554935,(ADM02)_L,
423852404,(PDM15)_L,
613398716,PAM01(y5)(ADM08)_R,PAM01
455746581,ADL17c_pct(ADL17)_R,ADL17c_pct
482684855,PDM15b_pct(PDM15)_R,PDM15b_pct
424236821,FB07e_L,FB7E
456467162,KCab-p,KCab-p
425104178,MBONnew?,
5813071406,KCab-s,KCab-sc
1077851551,KCab-c,KCab-sc
456462919,KCab-p,KCab-p
486544396,ADL27b_pct(ADL27)_R,ADL27b_pct
425104216,KCab-s,KCab-sc
5813114700,KCab-p,KCab-p
518195738,KCab-p,KCab-p
5813010846,PDL15v_pct(PDL15)_R,PDL15v_pct
424918786,(PDL05)_L,
5813077589,KCab-p,KCab-p
425086839,KCab-p,KCab-p
424781115,ADL15i_a_pct(ADL15)_R,ADL15i_a_pct
5813060643,KCab-p,KCab-p
359913782,ADL17m_c_pct(ADL17)_R,ADL17m_c_pct
600365719,KCab-p,KCab-p
861280857,KCab-p,KCab-p
5812980792,KCab-p,KCab-p
631051012,KCab-s,KCab-sc
846616159,KCab-s,KCab-sc
1418273110,KCab-p,KCab-p
5813021033,KCab-p,KCab-p
1034198388,KCab-p,KCab-p
642335523,KCab-p,KCab-p
425471220,ADL15g_f_pct(ADL15)_R,ADL15g_f_pct
939030036,KCab-s,KCab-sc
519573128,KCab-p,KCab-p
5813065308,KCab-s,KCab-sc
799215269,KCab-p,KCab-p
517858947,KCab-p,KCab-p
5812980806,KCab-s,KCab-sc
5813021263,KCab-s,KCab-sc
5813021316,KCab-c,KCab-sc
1515418525,KCab-s,KCab-sc
1064891781,KCab-p,KCab-p
611413241,(ADM04)_L,
5812980747,PDL05a_c_pct(PDL05)_R,PDL05a_c_pct
487143497,MBON24(B2y5)(PDL05)_R,MBON24
642680969,KCab-p,KCab-p
5813010617,KCab-p,KCab-p
456462835,KCab-p,KCab-p
611646050,KCab-p,KCab-p
549571627,KCab-p,KCab-p
456427944,ADL17m_c_pct(ADL17)_R,ADL17m_c_pct
519555690,KCab-p,KCab-p
456096372,PDL06e_pct(PDL06)_R,PDL06e_pct
704409534,KCab-p,KCab-p
5813091744,KCab-p,KCab-p
704746449,KCab-p,KCab-p
5812980448,KCab-c,KCab-sc
456833888,,
5813040093,ADL13m_pct(ADL13)_R,ADL13m_pct
262517074,ON_008,ON
417190793,PDL13m_a_pct(PDL13)_R,PDL13m_a_pct
5813035164,PDL13f_b_pct(PDL13)_R,PDL13f_b_pct
447599745,PDM24g_pct(PDM24)_R,PDM24g_pct
448899493,ADL10c_b_pct(ADL10)_R,ADL10c_b_pct
603482385,PDM24q_pct(PDM24)_R,PDM24q_pct
5813075932,PDM07t_pct(PDM07)_R,PDM07t_pct
633097767,PDL14f_pct(PDL14)_R,PDL14f_pct
728230690,ADL07oh_pct(ADL07)_R,ADL07oh_pct
666843563,ADL07g_pct(ADL07)_R,ADL07g_pct
800929667,PDL25d_pct(PDL25)_R,PDL25d_pct
480664837,PDM07t_pct(PDM07)_R,PDM07t_pct
449244969,PDM18e_pct(PDM18)_R,PDM18e_pct
5813021225,PDM06k_pct(PDM06)_R,PDM06k_pct
5813069648,LNd,LNd
449241371,ADL07oo_pct(ADL07)_R,ADL07oo_pct
449681157,PDL07og_pct(PDL07)_R,PDL07og_pct
450026507,PDM22s_pct(PDM22)_R,PDM22s_pct
540998882,PDL07of_pct(DN3A)(PDL07)_R,PDL07of_pct
543365167,PDL07og_pct(DN3A)(PDL07)_R,PDL07og_pct
540325242,PDL07h_b_pct(PDL07)_R,PDL07h_b_pct
449685246,(aDT6c)(MBDLaxon1),
449331241,(PDM09)_L,
571368849,PDL07og_pct(PDL07)_R,PDL07og_pct
454003707,ADL07op_pct(ADL07)_R,ADL07op_pct
5813009749,PDL07n_pct(PDL07)_R,PDL07n_pct
729228602,PDL23m_pct(PDL23)_R,PDL23m_pct
5813087531,PDL07h_b_pct(pSP2a)(PDL07)_R,PDL07h_b_pct
5813078557,aMe13,aMe13
233877926,ON_012,ON
420799910,(PDM09)_L,
885257860,FB08e(PDM21)_R,FB8C
449236636,PDL17b_b_pct(PDL17)_R,PDL17b_b_pct
450294326,PDL11a_a_pct(PDL11)_R,PDL11a_a_pct
511685955,PVL04c_pct(PVL04)_R,PVL04c_pct
449223379,ADL10g_c_pct(ADL10)_R,ADL10g_c_pct
326892728,PDL07p_pct(PDL07)_R,PDL07p_pct
450609707,ADL10g_c_pct(ADL10)_R,ADL10g_c_pct
450700075,PDL07ob_pct(PDL07)_R,PDL07ob_pct
5813012028,ADL15g_b_pct(ADL15)_R,ADL15g_b_pct
510956083,PDL17g_pct(PDL17)_R,PDL17g_pct
5813069078,(PDM05)_L,
5813046657,(PDM12)_L,
573142557,PDM12ok_pct(PDM12)_R,PDM12ok_pct
449896330,PDL07p_pct(PDL07)_R,PDL07p_pct
789330613,(AVM03)_R,aDT4
450371612,PDL07oa_pct(DN3A)(PDL07)_R,PDL07oa_pct
450678237,PDL14g_pct(PDL14)_R,PDL14g_pct
5813108129,PDM07of_pct(PDM07)_R,PDM07of_pct
665556968,PDM12c_pct(PDM12)_R,PDM12c_pct
449634539,PDM07s_pct(PDM07)_R,PDM07s_pct
420386244,PDM22t_pct(PDM22)_R,PDM22t_pct
452771533,PDM22q_pct(PDM22)_R,PDM22q_pct
451619617,ADL11u_pct(ADL11)_R,ADL11u_pct
549377313,(PDM09)_L,
572651463,PDL19m_pct(PDL19)_R,PDL19m_pct
480276374,ADL07r_pct(ADL07)_R,ADL07r_pct
479935033,PVL10a_pct(PVL10)_R,PVL10a_pct
387809633,PDL15p_pct(PDL15)_R,PDL15p_pct
452340995,PDL24b_pct(PDL24)_R,PDL24b_pct
451304268,ADL13c_a_pct(ADL13)_R,ADL13c_a_pct
450971893,PDM15a_pct(PDM15)_R,PDM15a_pct
451722668,(MBDLaxon1),
418516470,PDL06j_pct(PDL06)_R,PDL06j_pct
640375483,PDL18x_pct(PDL18)_R,PDL18x_pct
451424866,PDL07of_pct(DN3A)(PDL07)_R,PDL07of_pct
607635892,(MBDLaxon1),
419880519,ADL11m_pct(ADL11)_R,ADL11m_pct
420586101,PDL17j_pct(PDL17)_R,PDL17j_pct
480262368,ADL10g_c_pct(ADL10)_R,ADL10g_c_pct
451644891,ADL13n_c_pct(ADL13)_R,ADL13n_c_pct
576816635,ADL03w_pct(ADL03)_R,ADL03w_pct
421646999,AVL07oa_pct(AVL07)_R,AVL07oa_pct
452685249,ADL20e_g_pct(ADL20)_R,ADL20e_g_pct
450285679,PDM10z_pct(PDM10)_R,PDM10z_pct
5813009865,(MBDLaxon1),
451049085,(MBDLaxon1),
793702856,ADL13n_b_pct(ADL13)_R,ADL13n_b_pct
517138678,ADL11d_pct(ADL11)_R,ADL11d_pct
5813039993,(PDM05)_L,
510951971,PDL17g_pct(PDL17)_R,PDL17g_pct
452676790,ADL04h_pct(ADL04)_R,ADL04h_pct
542298702,ADL11c_b_pct(ADL11)_R,ADL11c_b_pct
452689494,PDM29f_pct(pSP7)(PDM29)_R,PDM29f_pct
452651021,ADL03p_pct(ADL03)_R,ADL03p_pct
421305971,ADL03w_pct(ADL03)_R,ADL03w_pct
1224254199,FB01f(PDL05)_R,FB1E_a
453108601,ADL16m_pct(ADL16)_R,ADL16m_pct
419548541,ADL05ob_pct(ADL05)_R,ADL05ob_pct
452664348,ADL13q_pct(ADL13)_R,ADL13q_pct
451386832,ADL16j_pct(ADL16)_R,ADL16j_pct
5813035236,PDM05h_a_pct(PDM05)_R,PDM05h_a_pct
5813094916,PDL07u_pct(pSP2b)(PDL07)_R,PDL07u_pct
1166842528,AVL12x_pct(AVL12)_R,AVL12x_pct
790922968,PDL08oq_pct(PDL08)_R,PDL08oq_pct
421297485,ADL03oj_pct(ADL03)_R,ADL03oj_pct
449975227,PDM05f_pct(PDM05)_R,PDM05f_pct
453662475,ADL07x_b_pct(ADL07)_R,ADL07x_b_pct
451658249,ADL16n_pct(ADL16)_R,ADL16n_pct
732741880,FQ11_b_C2_L,FQ11_b
451308547,PVL04e_pct(PVL04)_R,PVL04e_pct
572647105,PDL23e_pct(PDL23)_R,PDL23e_pct
634867234,PDM05h_a_pct(PDM05)_R,PDM05h_a_pct
580585427,ADL17r_pct(ADL17)_R,ADL17r_pct
451982195,AVL06j_pct(AVL06)_R,AVL06j_pct
483245369,FB0103_L,FB1G
514396940,ADL13c_b_pct(ADL13)_R,ADL13c_b_pct
5813056909,PDM15a_pct(PDM15)_R,PDM15a_pct
543412198,ADL15g_b_pct(ADL15)_R,ADL15g_b_pct
759814218,(PDL14)_L,
515605752,(MBDLaxon1),
420973612,AVL27a_pct(AVL27)_R,AVL27a_pct
451049385,PDM09oj_pct(PDM09)_R,PDM09oj_pct
452996289,ADL03m_x_pct(ADL03)_R,ADL03m_x_pct
582700300,ADL03v_pct(ADL03)_R,ADL03v_pct
480310599,PDL23g_pct(PDL23)_R,PDL23g_pct
421137107,(PDM15)_L,
419884905,ADL11m_pct(ADL11)_R,ADL11m_pct
451995734,ADL15g_e_pct(ADL15)_R,ADL15g_e_pct
453536432,(ADM04)_L,
455059749,AVL06os_pct(AVL06)_R,AVL06os_pct
453026641,ADL20e_d_pct(ADL20)_R,ADL20e_d_pct
419596232,PDL11oc_pct(PDL11)_R,PDL11oc_pct
452336396,ADL04h_pct(ADL04)_R,ADL04h_pct
422666053,ADL22d_b_pct(ADL22)_R,ADL22d_b_pct
516603060,ADM04oc_pct(ADM04)_R,ADM04oc_pct
452673056,ADL18p_pct(ADL18)_R,ADL18p_pct
452694446,AVM15b_pct(AVM15)_L,AVM15b_pct
5813019543,PDL20y_pct(PDL20)_R,PDL20y_pct
1536986534,SA3(AVM08)_L_bi,SA3
453130054,PDM22u_pct(PDM22)_R,PDM22u_pct
976213048,AVL06v_d_pct(AVL06)_R,AVL06v_d_pct
603477954,PDM31c_pct(PDM31)_R,PDM31c_pct
451995819,ADL13c_a_pct(ADL13)_R,ADL13c_a_pct
452327439,ADL04n_pct(ADL04)_R,ADL04n_pct
421310144,ADL17d_b_pct(ADL17)_R,ADL17d_b_pct
419889751,ADL11s_pct(ADL11)_R,ADL11s_pct
451663172,ADL02on_pct(ADL02)_R,ADL02on_pct
1259576269,AVL03v_pct(AVL03)_R,AVL03v_pct
453708274,ADL18h_pct(ADL18)_R,ADL18h_pct
484040200,ADL03on_pct(ADL03)_R,ADL03on_pct
453320065,AVL06f_pct(AVL06)_R,AVL06f_pct
915852772,AVL06w_d_pct(AVL06)_R,AVL06w_d_pct
573329873,ADL13r_pct(ADL13)_R,ADL13r_pct
1224595608,FB02k(PDL05)_R,FB2F_a
886963259,FB09c_L,FB9B_e
454792422,ADM07h_pct(ADM07)_L,ADM07h_pct
453031248,ADL19k_pct(ADL19)_R,ADL19k_pct
452677002,ADL02on_pct(pSP3a)(ADL02)_R,ADL02on_pct
450951445,ADL04y_pct(ADL04)_R,ADL04y_pct
452971138,ADL02t_pct(ADL02)_R,ADL02t_pct
453026883,ADL03w_pct(ADL03)_R,ADL03w_pct
453423834,PDM11j_a_pct(PDM11)_R,PDM11j_a_pct
454347237,ADL12m_pct(ADL12)_R,ADL12m_pct
923726321,PAM04(B2)(ADM02)_R,PAM04
734491001,PVM12i_pct(PVM12)_R,PVM12i_pct
1008369816,FB06ob_L,FB6V
1387575003,KCab-p,KCab-p
456174330,PAM01(y5)(ADM08)_R,PAM01
5812982780,KCab-p,KCab-p
517514142,PPL104(a'3)(PDL05)_R,PPL104
981319733,PVL06w_pct(PVL06)_R,PVL06w_pct
5813092931,KCab-p,KCab-p
455439723,AVL13q_pct(AVL13)_R,AVL13q_pct
5812980938,KCab-p,KCab-p
5812981680,KCab-p,KCab-p
547310358,(aDT6c)(MBDLaxon1),
454377810,ADL04n_pct(ADL04)_R,ADL04n_pct
5813078487,PDL06oe_pct(PDL06)_R,PDL06oe_pct
454347852,ADL18g_pct(ADL18)_R,ADL18g_pct
454438452,PDL06oi_pct(PDL06)_R,PDL06oi_pct
516214576,ADM07b_pct(ADM07)_L,ADM07b_pct
454706029,PDL19e_pct(PDL19)_R,PDL19e_pct
485430336,ADL03og_pct(aSP27a)(ADL03)_R,ADL03og_pct
451947899,AVL12d_pct(AVL12)_R,AVL12d_pct
1328505485,KCab-p,KCab-p
424729369,ADM04t_pct(ADM04)_R,ADM04t_pct
1016805008,KCab-p,KCab-p
425148091,ADM04op_pct(ADM04)_R,ADM04op_pct
5813114971,KCab-p,KCab-p
829235909,KCab-p,KCab-p
5812983837,KCab-p,KCab-p
453536107,(MBDLaxon1),
580288167,PDM08e_pct(PDM08)_R,PDM08e_pct
456096712,PDL06e_pct(PDL06)_R,PDL06e_pct
453380528,PAM03(B2B'2a)(ADM02)_R,PAM03
454002974,AVL27b_pct(AVL27)_R,AVL27b_pct
604364004,ADL17d_d_pct(ADL17)_R,ADL17d_d_pct
580032546,(aDT6f)(MBDLaxon2),
454386099,ADL16s_pct(ADL16)_R,ADL16s_pct
485387561,PDL08e_pct(PDL08)_R,PDL08e_pct
517915796,(MBDLaxon2),
735941254,(ADM02)_L,
454136171,,
697132415,ADL03oc_pct(ADL03)_R,ADL03oc_pct
5901193642,ADL02k_pct(ADL02)_R,ADL02k_pct
