bodyId,instance,type
1136744594,LC10,LC10
893637097,LC10,LC10
892609503,ADL08i_pct(aSP11b)(ADL08)_R,ADL08i_pct
5813016065,LC10,LC10
1536068485,LC10,LC10
5813100896,PAM12(y3)(ADM02)_R,PAM12
1163199311,FB04og_L,FB4P_b
892277790,LT52(ADL19)_R,LT52
892286449,ADL08i_pct(aSP11b)(ADL08)_R,ADL08i_pct
5813061538,MBON27(y5d)(PVM03)_L,MBON27
925241334,PVM03c_pct(PVM03)_R,PVM03c_pct
895441451,MBON26(B'2d)(PDM28)_R,MBON26
892963332,LC10,LC10
892277609,LC10,LC10
892963681,LC10,LC10
5812983883,FB04f(AVM08)_R,FB4F_a
1111757266,(PVM09)_L,
1326813363,PAM08_a(y4)(ADM08)_R,PAM08_a
956138930,PAM08_a(y4)(ADM08)_R,PAM08_a
1048250312,PVM03c_pct(PVM03)_R,PVM03c_pct
1206114100,PAM12(y3)(ADM02)_R,PAM12
1170352367,ADM02a_pct(ADM02)_R,ADM02a_pct
893633230,LC10,LC10
955702120,LC10,LC10
5813070672,KCg,KCg
5812979121,KCg,KCg
925344753,LC10,LC10
1203433388,KCg-d,KCg
1013066710,AVM17h_pct(AVM17)_R,AVM17h_pct
1355115431,ADL08m_pct(ADL08)_R,ADL08m_pct
5812982826,KCg-d,KCg
849162653,PFNp(PB01)_a_L6,PFNp_a
725360291,PFNp(PB01)_b_L6,PFNp_b
5813078684,KCg-d,KCg
923640363,LC10,LC10
979132203,(PVM09)_L,
570185174,PFNa(PB03)_L7,PFNa
915610423,Delta0E,Delta0E
885262090,FQ7_d_C5_L,FQ7_d
5813035703,(PDM19)_L,
5813022234,MBON30(y1y2y3)(AVM07)_R,MBON30
1095275456,LPsP(PB13),LPsP
1631450739,PEN(PB06)_b_L5,PEN_b(PEN2)
880530613,Delta7(PB15)_a_L,Delta7_a
696362840,EPG(PB08)_L5,EPG
911919044,Delta7(PB15)_a_L,Delta7_a
881217171,LPsP(PB13),LPsP
880185131,PFNa(PB03)_L5,PFNa
880875742,IbSpsP(PB17)_L5/6,IbSpsP
5813048042,Delta7(PB15)_a_L,Delta7_a
880875900,PFNm(PB02)_a_L5,PFNm_a
880875927,PFL3(PB12c)_L5,PFL3
789126240,EPG(PB08)_L5,EPG
569481415,PFNa(PB03)_L5,PFNa
819828986,EPG(PB08)_L5,EPG
942522378,Delta7(PB15)_a_R,Delta7_a
911915224,PFR_b(PB11b)_L5,PFR_b
1412164346,PFNm(PB02)_b_L5,PFNm_b
880875861,PEG(PB07)_L5,PEG
5813080979,PEN(PB06)_a_L5,PEN_a(PEN1)
880875736,Delta7(PB15)_a_L,Delta7_a
881221166,Delta7(PB15)_b_R,Delta7_b
880880259,Delta7(PB15)_a_R,Delta7_a
911574261,Delta7(PB15)_b_R,Delta7_b
5813022794,PDM36c_pct_R,PDM36c_pct
819828716,PFR_b(PB11b)_L4,PFR_b
911897964,PFNv(PB05)_L4,PFNv
387023620,PEN(PB06)_b_L4,PEN_b(PEN2)
880875840,PFL2(PB12b)_L4/5,PFL2
632229278,PFNd(PB04)_L5,PFNd
911241750,Delta7(PB15)_a_L,Delta7_a
911919917,Delta7(PB15)_b_R,Delta7_b
911565319,PFL1(PB12a)_L5,PFL1
5813127525,PFNp(PB01)_b_L5,PFNp_b
941469087,Delta7(PB15)_a_R,Delta7_a
911138168,Delta7(PB15)_a_R,Delta7_a
757055317,PEN(PB06)_a_L4,PEN_a(PEN1)
850194651,PFL2(PB12b)_L3/4,PFL2
911569552,PFL3(PB12c)_L5,PFL3
850182049,Delta6B_12,Delta6B
912243353,Delta7(PB15)_a_L,Delta7_a
911565419,Delta7(PB15)_a_R,Delta7_a
879844178,PFNp(PB01)_a_L5,PFNp_a
911129204,Delta7(PB15)_a_L,Delta7_a
941810314,Delta7(PB15)_a_L,Delta7_a
881216816,PFNp(PB01)_a_L5,PFNp_a
941482720,Delta7(PB15)_a_L,Delta7_a
911911004,Delta7(PB15)_b_R,Delta7_b
910783961,Delta7(PB15)_a_R,Delta7_a
911897818,PFNv(PB05)_L4(_C3_),PFNv
1195606601,PFR_a(PB11a)_L5,PFR_a
1008041969,PFR_a(PB11a)_L5,PFR_a
910442752,Delta7(PB15)_b_L,Delta7_b
910783731,Delta7(PB15)_b_L,Delta7_b
911901802,Delta7(PB15)_a_R,Delta7_a
910442782,Delta7(PB15)_a_R,Delta7_a
727376283,PFR_a(PB11a)_L4,PFR_a
1223969004,FQ6_a_C4_L,FQ6_a
1164217481,FQ6_b_C4_L,FQ6_b
5813093028,AVL07j_pct(AVL07)_R,AVL07j_pct
881057369,KCg,KCg
1639234609,mPN_VP1d_R,VP1d+ D PN
5813061383,Delta7(PB15)_b_R,Delta7_b
455470212,AVL04t_pct(AVL04)_R,AVL04t_pct
1322353841,mlPN2(AVM04)_R,olfactory multi vPN mlALT
882421743,PDM16t_pct(PDM16)_R,PDM16t_pct
1171621616,KCg-d,KCg
1067923143,PDL10r_pct(PDL10)_R,PDL10r_pct
5812996003,mlPN2(AVM04)_R,olfactory multi vPN mlALT
1259218128,AVL07oy_pct(AVL07)_R,AVL07oy_pct
1692462759,AVM03f_pct(AVM03)_R,AVM03f_pct
882400424,PVL03v_pct(PVL03)_R,PVL03v_pct
913345831,PDL09of_pct(PDL09)_R,PDL09of_pct
882404950,PVL03v_pct(PVL03)_R,PVL03v_pct
5813041426,,
883514695,PDM26s_pct(PDM26)_R,PDM26s_pct
1004086995,PDL08a_pct(PDL08)_R,PDL08a_pct
883415238,PVL01c_pct(PVL01)_R,PVL01c_pct
1067223806,PVL14e_d_pct(PVL14)_R,PVL14e_d_pct
945156049,(LWF1)_R,
883338122,AVL02q_b_pct(AVL02)_R,AVL02q_b_pct
883415496,PVL14e_c_pct(PVL14)_R,PVL14e_c_pct
5813107946,PVL03t_pct(PVL03)_R,PVL03t_pct
1690602927,,AVL24e_pct
5813091091,PDM10m_d_pct(PDM10)_R,PDM10m_d_pct
1069693466,,
1910886083,(lVLPT8)_R,
706525068,ADM01oj_pct(ADM01)_R,ADM01oj_pct
912601209,,
1034249944,PDM19r_pct(PDM19)_R,PDM19r_pct
821729208,PDM10e_pct(PDM10)_R,PDM10e_pct
883924268,PDM17v_pct(PDM17)_R,PDM17v_pct
449296405,PDM10m_a_pct(PDM10)_R,PDM10m_a_pct
1193828120,PDM10m_a_pct(PDM10)_R,PDM10m_a_pct
977387419,(PDM09)_L,
1378856024,LC28a,LC28a
1688868386,LC28d(lVLPT4)_R,LC28d
1625299743,AVM11n_pct(AVM11)_R,AVM11n_pct
699397554,(PDM14)_L,
946209663,PDM16f_b_pct(PDM16)_R,PDM16f_b_pct
913341672,AVL02or_pct(AVL02)_R,AVL02or_pct
917727045,(PDM16)_L,
1441616802,PVM08g_b_pct(PVM08)_R,PVM08g_b_pct
882987799,AVL02olc_pct(AVL02)_R,AVL02olc_pct
5812986766,ADM01e_pct(ADM01)_L,ADM01e_pct
915157442,PVL03s_pct(PVL03)_R,PVL03s_pct
5812983080,(PVM10)_L,
884122996,PVM10d_pct(PVM10)_L,PVM10d_pct
852763122,PDM10g_b_pct(PDM10)_R,PDM10g_b_pct
915105102,(PVM01)_L,
884122973,PVL03t_pct(PVL03)_R,PVL03t_pct
1375206889,(PVL15)_R,
914829796,(PVM10)_L,
977240945,(PVM10)_L,
1099333424,PVL10v_b_pct(PVL10)_R,PVL10v_b_pct
706183871,ADM01f_pct(aSP1a)(ADM01)_R,ADM01f_pct
885495731,ADL06k_pct(ADL06)_R,ADL06k_pct
633541960,FQ7_d_C6_R,FQ7_d
1198658803,Delta6F_b_01,Delta6F_b
884464419,(PVF5)_R,
945527623,PVL13d_pct(PVL13)_R,PVL13d_pct
884477487,PVL15v_pct(PVL15)_R,PVL15v_pct
978042898,Delta0E,Delta0E
915610815,FB0708_L,FB8G
915606051,Delta6F_b_07,Delta6F_b
885262237,Delta0D,Delta0D
1068449058,(PDM27)_L,
5813015614,ADM01j_a_pct(aSP1a)(ADM01)_R,ADM01j_a_pct
737218831,ADM01e_pct(ADM01)_R,ADM01e_pct
885253534,FQ7_d_C4_L,FQ7_d
5813133142,Delta0D,Delta0D
884485938,PDL12m_pct(PDL12)_R,PDL12m_pct
947003825,FB0708_L,FB8G
885257938,FQ9_a_C6_L,FQ9_a
915605750,Delta6F_a_07,Delta6F_a
850764542,Delta6E_04,Delta6E
1222855676,PVL13p_d_pct(PVL13)_R,PVL13p_d_pct
947233211,ADL06k_pct(ADL06)_R,ADL06k_pct
5813015251,PDM16h_pct(PDM16)_R,PDM16h_pct
1407398468,PVM08d_b_pct(PVM08)_R,PVM08d_b_pct
885599178,Delta0C,Delta0C
1010778549,FB06n(PDM21)_R,FB6J
885168486,ADL02v_pct(ADL02)_R,ADL02v_pct
915614485,Delta0D,Delta0D
793128475,FQ7_d_C5_R,FQ7_d
886280796,Delta6F_a_14,Delta6F_a
5813016553,FB08b_L,FB8A
885262118,FQ7_d_C6_L,FQ7_d
1008400018,,
821729349,PDM10g_a_pct(PDM10)_R,PDM10g_a_pct
1348380828,Delta0A_b(AB),Delta0A_b
1011465025,Delta0A_b(AB),Delta0A_b
885253510,Delta6E_14,Delta6E
979048306,Delta0C,Delta0C
675490017,ADM01f_pct(aSP1a)(ADM01)_R,ADM01f_pct
884916323,(ADM02)_L,
5813048536,Delta0A_a,Delta0A_a
1413882984,Delta0A_a(AB),Delta0A_a
1443272825,Delta0A_a(AB),Delta0A_a
919659561,ADM01j_d_pct(aSP1a)(ADM01)_R,ADM01j_d_pct
1008693462,FQ7_d_C4_R,FQ7_d
817678848,FQ7_d_C5_R,FQ7_d
1037609552,PDM16f_c_pct(PDM16)_R,PDM16f_c_pct
5813128545,Delta0C,Delta0C
1286703891,(ADM01)_L,
915964748,FQ9_a_C6_R,FQ9_a
915605802,FQ7_d_C4_L,FQ7_d
885599260,FB0708(PDM21)_R,FB8G
948333576,Delta6E_11,Delta6E
885599075,Delta0C,Delta0C
915843377,(PVM10)_L,
971830406,PDM23f_pct(PDM23)_R,PDM23f_pct
737218823,ADM01e_pct(ADM01)_R,ADM01e_pct
5813041497,Delta6E_07,Delta6E
915520244,PVM09n_pct(PVM09)_R,PVM09n_pct
916987940,Delta0C,Delta0C
885603529,Delta0C,Delta0C
885262169,FB08d_L,FB8B
947349354,Delta0C,Delta0C
5813057774,(aDT10),
916629242,Delta0D,Delta0D
913754682,PDL12w_a_pct(PDL12)_R,PDL12w_a_pct
885603391,Delta0B,Delta0B
885603527,Delta0C,Delta0C
916305683,FB07g(PDM21)_R,FB7G
707116522,DNa10(ADM03)_R,DNa10
916970165,Delta0B,Delta0B
1039383744,Delta0A_a(AB),Delta0A_a
886285243,Delta0A_a,Delta0A_a
917328669,Delta0A_a(AB),Delta0A_a
917311549,Delta0A_a(AB),Delta0A_a
1442176435,Delta0A_a,Delta0A_a
886276864,Delta6D_05,Delta6D
1007402766,PDM16j_pct(PDM16)_R,PDM16j_pct
885794269,AVL09e_pct(AVL09)_R,AVL09e_pct
1535626467,Delta0A_a(AB),Delta0A_a
948363394,Delta0B,Delta0B
915623395,FQ7_c_C5_L,FQ7_c
824115620,PDM11b_a_pct(PDM11)_R,PDM11b_a_pct
1220873960,PDM16j_pct(PDM16)_R,PDM16j_pct
917311264,Delta0A_a,Delta0A_a
5813063524,(PDM12)_L,
917315578,Delta0A_a,Delta0A_a
737218701,ADM01f_pct(aSP1a)(ADM01)_R,ADM01f_pct
917674256,Delta6D_10,Delta6D
885944205,Delta0A_a(AB),Delta0A_a
886820993,AVL07k_pct(AVL07)_R,AVL07k_pct
917919724,AVM16e_pct(AVM16)_R,AVM16e_pct
917311596,Delta0A_a(AB),Delta0A_a
1663021115,,
887519423,AVM15e_pct(AVM15)_L,AVM15e_pct
1043825714,ExR5(ring)(PDM21)_R,ExR5
887230673,ADM05t_pct(ADM05)_R,ADM05t_pct
887195902,DNp13(pMN1)_R,DNp13
919513165,PVL05h_pct(PVL05)_R,PVL05h_pct
5813039001,AVM14t_pct(AVM14)_R,AVM14t_pct
5813132512,AVL14g_pct(AVL14)_R,AVL14g_pct
888171826,PVL14c_pct(PVL14)_R,PVL14c_pct
737218956,ADM01oq_pct(aSP1a)(ADM01)_R,ADM01oq_pct
919624822,AVM07g_a_pct(AVM07)_R,AVM07g_a_pct
736877789,ADM01f_pct(aSP1a)(ADM01)_R,ADM01f_pct
1284852376,AVM14z_b_pct(AVM14)_R,AVM14z_b_pct
891577717,ADL12a_c_pct(ADL12)_R,ADL12a_c_pct
5813075410,ADL14m_c_pct(ADL14)_R,ADL14m_c_pct
952166828,FB05k_L,FB5K
5812994948,PVL03ob_pct(PVL03)_R,PVL03ob_pct
1195866078,AVL03w_a_pct(AVL03)_R,AVL03w_a_pct
1010998659,AVL03w_b_pct(AVL03)_R,AVL03w_b_pct
581599674,ADL14m_c_pct(ADL14)_R,ADL14m_c_pct
921667198,AVM07g_a_pct(AVM07)_R,AVM07g_a_pct
5813058410,AVL02z_b_pct(aIP2a)(AVL02)_R,AVL02z_b_pct
952249657,AVL06y_pct(AVL06)_R,AVL06y_pct
1014016336,AVL03z_c_pct(AVL03)_R,AVL03z_c_pct
1511240113,AVL11s_pct(AVL11)_R,AVL11s_pct
889838921,AVL14n_pct(AVL14)_R,AVL14n_pct
951670988,ADM05oc_pct(ADM05)_R,ADM05oc_pct
889852017,AVL10e_pct(AVL10)_R,AVL10e_pct
1101133654,FB04a_L,FB4A
1411737459,ADL28c_pct(ADL28)_R,ADL28c_pct
890671753,FB05d(AVM10)_R,FB5D
1292027772,,
852763402,PDM10m_d_pct(PDM10)_R,PDM10m_d_pct
1282788953,ADL19m_pct(ADL19)_R,ADL19m_pct
417998204,PFNv(PB05)_R4,PFNv
664235541,PFNd(PB04)_R4,PFNd
541870397,EPG(PB08)_L6,EPG
632259507,PFNp(PB01)_b_L6,PFNp_b
921590115,ADL21d_c_pct(ADL21)_R,ADL21d_c_pct
1352598489,LC10,LC10
921757789,(MBDLaxon1),
952723817,AVM07b_b_pct(AVM07)_R,AVM07b_b_pct
5813022896,MBON21(y4y5)(PVL06)_R,MBON21
892964102,LC10,LC10
923303392,LC10,LC10
892968637,LC10,LC10
5812987709,LC10,LC10
892281819,LC10,LC10
1411336347,AVL10e_pct(AVL10)_R,AVL10e_pct
893158121,PAM03(B2B'2a)(ADM08)_L,PAM03
1144761556,PDM13k_pct(PDM13)_R,PDM13k_pct
1508934482,ADM11h_pct(ADM11)_R,ADM11h_pct
5813027631,LC10,LC10
1261902715,LC10,LC10
1132172898,FB04a_L,FB4A
5812978907,AVL12c_pct(AVL12)_R,AVL12c_pct
924002690,LC10,LC10
1173814525,MBON34(y2)(ADM07)_L,MBON34
955024591,LC10,LC10
5813060817,PAM12(y3)(ADM02)_L,PAM12
924788221,PVL04oe_pct(PVL04)_R,PVL04oe_pct
1291573712,LC10(AVL04)_R,LC10
923869685,PAM05_a(B'2p)_L,PAM05_a
1225290240,FB04a(AVM08)_R,FB4A
892963919,LC10,LC10
5813109941,PAM07(y4<y1y2)(ADM08)_R,PAM07
1168915489,ADM03og_pct(ADM03)_R,ADM03og_pct
956820684,AVM16f_pct(AVM16)_R,AVM16f_pct
892950729,LC10,LC10
924344089,LC10,LC10
5813014401,LC10,LC10
925811326,,
5813033000,MBON34(y2)(ADM07)_R,MBON34
892277589,LC10,LC10
892398461,ADM05n_pct(ADM05)_R,ADM05n_pct
644148647,ADM07oq_pct(ADM07)_R,ADM07oq_pct
893305416,LC10,LC10
1109827476,MC61,MC61
892273269,LC10,LC10
1132846376,FB05n_L,FB5M
644118254,ADM07d_b_pct(ADM07)_L,ADM07d_b_pct
893287523,LC10,LC10
612422902,MBON25(y1y2)(ADM07)_R,MBON25
926454306,ADM10m_pct(ADM10)_R,ADM10m_pct
923657277,LC10,LC10
1136744615,LC10,LC10
1141687128,PAM07(y4<y1y2)(ADM08)_R,PAM07
1224595673,FB02c(ADM08)_R,FB2B_b
954675120,LC10,LC10
925008566,LC10,LC10
1262602271,LC10(AVL04)_R,LC10
894380152,ADM05n_pct(ADM05)_R,ADM05n_pct
956384643,LC10,LC10
1101474458,FB04oc(AVM10)_R,FB4P_a
925003837,LC10,LC10
1374839724,PVL08t_pct(PVL08)_R,PVL08t_pct
975518615,KCg-d,KCg
909717461,KCg-d,KCg
911578496,Delta7(PB15)_a_R,Delta7_a
5813083651,KCg-d,KCg
910796989,Delta7(PB15)_a_L,Delta7_a
5813032554,KCg-d,KCg
817342497,PFNp(PB01)_b_R7,PFNp_b
880538997,PFNd(PB04)_L6,PFNd
941127873,Delta6H_b_03,Delta6H_b
849421763,PEN(PB06)_b_R5,PEN_b(PEN2)
663558074,PFNa(PB03)_R5,PFNa
879779401,PFNp(PB01)_b_R5,PFNp_b
911574041,Delta7(PB15)_a_R,Delta7_a
724267537,PFNv(PB05)_R5,PFNv
910442723,Delta7(PB15)_a_R,Delta7_a
755644082,PFNm(PB02)_a_R5,PFNm_a
786674282,PFNd(PB04)_R5,PFNd
910787992,PFL1(PB12a)_R5,PFL1
910783883,Delta7(PB15)_b_L,Delta7_b
1158747783,Delta7(PB15)_a_L,Delta7_a
849421893,PFNm(PB02)_b_R5,PFNm_b
725951521,EPG(PB08)_R5,EPG
911911699,Delta7(PB15)_a_R,Delta7_a
910447075,PEN(PB06)_a_R5,PEN_a(PEN1)
910787908,IbSpsP(PB17)_R3/4/5,IbSpsP
976997968,PFR_a(PB11a)_R5,PFR_a
910783805,IbSpsP(PB17)_R5/6,IbSpsP
786000969,PFNp(PB01)_c_R5,PFNp_c
1167282562,PFL2(PB12b)_R4/5,PFL2
5813027103,EPG(PB08)_R5,EPG
911565408,P1-9(PB19)_L,P1-9
1629085008,PFNp(PB01)_c_R5,PFNp_c
5813041382,IbSpsP(PB17)_L4,IbSpsP
880526477,PFNa(PB03)_L4,PFNa
973959177,Delta7(PB15)_a_L,Delta7_a
955698260,LC10,LC10
789130596,PFL3(PB12c)_L4,PFL3
879844206,PFNp(PB01)_a_L5,PFNp_a
911578595,Delta7(PB15)_b_L,Delta7_b
734581598,Delta7(PB15)_a_L,Delta7_a
879844210,PFNp(PB01)_b_L5,PFNp_b
1067331159,Delta6B_04,Delta6B
819138035,PFNp(PB01)_a_L4,PFNp_a
849832062,PFNa(PB03)_L4,PFNa
911560974,PFNd(PB04)_L4(_C3_),PFNd
695671851,PFNd(PB04)_L4(_C3_),PFNd
633943192,PFNd(PB04)_L4(_C3_),PFNd
911893174,SpsP(PB16)_L,SpsP
1004018344,P6-8P9(PB14)_L,P6-8P9
540493022,PFNa(PB03)_L4,PFNa
942587380,PEG(PB07)_L4,PEG
849482511,PEN(PB06)_a_L4,PEN_a(PEN1)
911211196,Delta7(PB15)_a_L,Delta7_a
539462336,PEN(PB06)_b_L4,PEN_b(PEN2)
911220331,PFNp(PB01)_b_L4,PFNp_b
911215499,PFNp(PB01)_c_L4,PFNp_c
1380145267,PFNp(PB01)_b_L4,PFNp_b
1503922566,PFNp(PB01)_b_L4,PFNp_b
665314820,EPG(PB08)_L4,EPG
1349114669,PFNp(PB01)_b_L4,PFNp_b
663950729,PFNm(PB02)_b_L4,PFNm_b
911219981,PFNp(PB01)_a_L4,PFNp_a
632915714,PFNm(PB02)_a_L4,PFNm_a
539810773,PFNa(PB03)_L4,PFNa
5813022281,EPG(PB08)_L4,EPG
911906936,Delta7(PB15)_a_R,Delta7_a
789121913,PFR_a(PB11a)_L4,PFR_a
1349114660,PFNp(PB01)_a_L4,PFNp_a
1349114715,PFNm(PB02)_a_L4,PFNm_a
819138239,PFNd(PB04)_L4(_C3_),PFNd
910447181,PFL3(PB12c)_R5,PFL3
1037237333,PVL03y_pct(PVL03)_R,PVL03y_pct
5813096528,KCg-d,KCg
881212361,SpsP(PB16)_L,SpsP
663298610,PFNd(PB04)_L6,PFNd
1250885621,ON_small,ON
5813061200,,
1498120574,ON_small,ON
911354322,,
848800082,PFNp(PB01)_c_L5,PFNp_c
944047683,AVL07i_pct(AVL07)_R,AVL07i_pct
5813041365,PFL1(PB12a)_L4,PFL1
910801332,Delta7(PB15)_a_L,Delta7_a
478077561,PFNa(PB03)_L4,PFNa
694985489,PFNp(PB01)_b_L4,PFNp_b
911919815,P6-8P9(PB14)_L,P6-8P9
942254492,PFNp(PB01)_a_L4,PFNp_a
911470352,Delta7(PB15)_a_R,Delta7_a
757055403,PFNp(PB01)_c_L4,PFNp_c
911911193,Delta7(PB15)_b_L,Delta7_b
848817674,PFNa(PB03)_L6,PFNa
850855138,PFL3(PB12c)_L3/4,PFL3
726352774,PFGs(PB10)_L4,PFGs
1067880387,AVL04n_b_pct(AVL04)_R,AVL04n_b_pct
942388574,,
5813041244,PVL03c_c_pct(PVL03)_R,PVL03c_c_pct
1964921972,PVM07c_pct(PVM07)_R,PVM07c_pct
973432324,,
882200934,PFR_a(PB11a)_R1,PFR_a
1006233768,PVL13q_pct(PVL13)_R,PVL13q_pct
1190729123,PVL13f_pct(PVL13)_R,PVL13f_pct
913681721,PVL10r_b_pct(PVL10)_R,PVL10r_b_pct
5813048229,PDM10m_b_pct(PDM10)_R,PDM10m_b_pct
914298735,PDM13b_pct(PDM13)_R,PDM13b_pct
5813014262,PVL14e_e_pct(PVL14)_R,PVL14e_e_pct
914100101,PVL14e_c_pct(PVL14)_R,PVL14e_c_pct
945238486,PVM08g_a_pct(PVM08)_R,PVM08g_a_pct
914475586,PVL10v_a_pct(PVL10)_R,PVL10v_a_pct
914203527,PDM17od_pct(PDM17)_R,PDM17od_pct
1474061419,PVL09h_pct(PVL09)_R,PVL09h_pct
914130079,,ADL03b_pct
976571317,PDM16f_b_pct(PDM16)_R,PDM16f_b_pct
976515311,PVL14e_e_pct(PVL14)_R,PVL14e_e_pct
817044778,PDM16e_pct(PDM16)_R,PDM16e_pct
915179102,AVM14oi_pct(AVM14)_R,AVM14oi_pct
915148745,PVL03s_pct(PVL03)_R,PVL03s_pct
1069607310,,
915169946,(PVM10)_L,
976506780,,
972931455,(PDM16)_L,
946214186,PDM16f_b_pct(PDM16)_R,PDM16f_b_pct
1345972395,PVM03r_a_pct(PVM03)_R,PVM03r_a_pct
5812980030,PVM10d_pct(PVM10)_R,PVM10d_pct
914778159,AVM03b_pct(AVM03)_R,AVM03b_pct
915152645,PVM13e_pct(PVM13)_R,PVM13e_pct
915277883,Delta6K_01,Delta6K
914364284,PVL10s_b_pct(PVL10)_R,PVL10s_b_pct
915105429,AVL16d_pct(AVL16)_R,AVL16d_pct
1037392636,(PDM14)_L,
5901222683,PDM06p_pct(PDM06)_R,PDM06p_pct
915273354,Delta6K_01,Delta6K
976221301,PVM01ow_pct(PVM01)_R,PVM01ow_pct
915610256,Delta6F_b_14,Delta6F_b
915610218,Delta0E,Delta0E
1012112398,FB07g(PDM21)_R,FB7G
915614729,FB06m_L,FB6J
789765346,Delta6F_b_08,Delta6F_b
915273413,FB06n_L,FB6J
1040742857,FB06q_L,FB6L
948030821,Delta0E,Delta0E
915451074,AVL01q_pct(AVL01)_R,AVL01q_pct
916158794,,
737218738,ADM01j_c_pct(aSP1a)(ADM01)_R,ADM01j_c_pct
915273417,FQ9_a_C4_L,FQ9_a
885594701,Delta0D,Delta0D
792541534,(PDM09)_L,
915605959,Delta0D,Delta0D
1104837227,FB07g_L,FB7G
915951605,FQ7_c_C6_R,FQ7_c
675490002,ADM01e_pct(ADM01)_R,ADM01e_pct
945868812,PDM16f_a_pct(PDM16)_R,PDM16f_a_pct
981000564,PVM08q_pct(PVM08)_R,PVM08q_pct
946892215,PVL08p_pct(PVL08)_R,PVL08p_pct
798317786,(ADM01)_L,
1284144408,,PVM13e_pct
916292657,Delta0D,Delta0D
915946994,FQ7_d_C3_L,FQ7_d
1103468882,Delta0C,Delta0C
916479148,PVL03od_pct(PVL03)_R,PVL03od_pct
912583959,FQ7_c_C4_L,FQ7_c
916292606,Delta0C,Delta0C
916642481,Delta0C,Delta0C
5813048530,FB07g_L,FB7G
916651101,Delta0C,Delta0C
5813010807,PFGs(PB10)_R4,PFGs
948376859,FB06q_L,FB6L
916543308,,
1068777508,(PVM03)_L,
916992347,Delta0D,Delta0D
5813128237,Delta0B,Delta0B
1536986964,Delta0A_a(AB),Delta0A_a
947168406,AVL07k_pct(AVL07)_R,AVL07k_pct
916633574,Delta0C,Delta0C
947858407,ADM06b_g_pct(ADM06)_R,ADM06b_g_pct
827267214,PDM16j_pct(PDM16)_R,PDM16j_pct
915724147,AVL02q_b_pct(AVL02)_R,AVL02q_b_pct
917324165,Delta0A_a(AB),Delta0A_a
916288036,FB06q(PDM21)_R,FB6L
1041253084,AVL02or_pct(AVL02)_R,AVL02or_pct
979027431,Delta0C,Delta0C
980737209,FB05u(PDM21)_R,FB5S
5813015408,PDL21i_pct(PDL21)_R,PDL21i_pct
916651038,Delta6E_02,Delta6E
697398544,(PDM12)_L,
916301251,Delta0D,Delta0D
1472520219,Delta0A_b(AB),Delta0A_b
916296860,FQ7_d_C7_R,FQ7_d
696617614,PDM12oi_pct(PDM12)_R,PDM12oi_pct
917553030,PVL18ola_pct(pC2ld)(PVL18)_R,PVL18ola_pct
1259022991,Delta0C,Delta0C
917493211,,
917691380,,PDM13j_pct
2096914287,ADM06b_g_pct(ADM06)_R,ADM06b_g_pct
1012108434,AVL08oe_pct(AVL08)_R,AVL08oe_pct
5813014029,TuBu5_SBU(ADL08)_R,TuBu5
917669951,Delta0A_a(AB),Delta0A_a
2157641190,AVM14z_a_pct(AVM14)_R,AVM14z_a_pct
1687688880,AVM14od_pct(AVM14)_R,AVM14od_pct
5813090747,AVM14z_c_pct(AVM14)_R,AVM14z_c_pct
919314668,ADM01b_a_pct(ADM01)_R,ADM01b_a_pct
1317397643,(ADM01)_L,
675489962,ADM01g_a_pct(ADM01)_R,ADM01g_a_pct
1382023849,AVL03p_pct(AVL03)_R,AVL03p_pct
1875962033,AVM14z_b_pct(AVM14)_R,AVM14z_b_pct
919202307,PVL11q_pct(PVL11)_R,PVL11q_pct
919206921,AVM14z_b_pct(AVM14)_R,AVM14z_b_pct
1044800536,FQ9_c_C7_L,FQ9_c
951597076,AVL03v_pct(AVL03)_R,AVL03v_pct
612634432,ADL14m_d_pct(ADL14)_R,ADL14m_d_pct
1070646938,ADL02y_pct(ADL02)_R,ADL02y_pct
5813002635,AVM14z_a_pct(AVM14)_R,AVM14z_a_pct
1100952886,ADL01b_pct(ADL01)_R,ADL01b_pct
920895475,(PVM10)_L,
737093754,ADL14s_pct(ADL14)_R,ADL14s_pct
921015773,AVM07g_b_pct(AVM07)_R,AVM07g_b_pct
1011763168,AVL08w_c_pct(AVL08)_R,AVL08w_c_pct
982674678,aSP8-like(ADL01)_L?,
920536487,AVL03c_c_pct(AVL03)_R,AVL03c_c_pct
987273073,(PVL05)_L,
1014802430,PVM03d_pct(PVM03)_R,PVM03d_pct
921235264,AVL03w_b_pct(AVL03)_R,AVL03w_b_pct
920873167,PVL04b_b_pct(PVL04)_R,PVL04b_b_pct
5813088464,AVL16c_pct(AVL16)_R,AVL16c_pct
1050585709,PAM03(B2B'2a)(ADM02)_R,PAM03
828826099,ADL14p_pct(ADL14)_R,ADL14p_pct
5813022455,AVL03c_a_pct(AVL03)_R,AVL03c_a_pct
1564136459,PVL08r_pct(PVL08)_R,PVL08r_pct
1750419433,ADL19q_pct(ADL19)_R,ADL19q_pct
5813044812,PVL08h_pct(PVL08)_R,PVL08h_pct
1500693034,PVL08t_pct(PVL08)_R,PVL08t_pct
920994194,AVM07g_a_pct(AVM07)_R,AVM07g_a_pct
923636089,LC10,LC10
984449267,AVM07b_b_pct(AVM07)_R,AVM07b_b_pct
922595498,AVL09f_pct(AVL09)_R,AVL09f_pct
